Price,Fechamento_Ajustado,Fechamento,Maxima,Minima,Abertura,Volume
Ticker,JBSS3.SA,JBSS3.SA,JBSS3.SA,JBSS3.SA,JBSS3.SA,JBSS3.SA
Date,,,,,,
