Date,Abertura,Maxima,Minima,Fechamento,Fechamento_Ajustado,Volume,Dividendos,Desdobramentos
2021-11-08,8.120130808846135,8.387550972655553,8.091815697379584,8.217660903930664,0.0,59704100,0.0,0.0
2021-11-09,8.242831129226595,8.478790028726502,8.242831129226595,8.38125991821289,0.0,73021700,0.0,0.0
2021-11-10,8.36867530727857,8.472497193493524,8.230245925633806,8.315191268920898,0.0,68176300,0.0,0.0
2021-11-11,8.456765233336705,8.456765233336705,8.255413865899339,8.32148265838623,0.0,60848900,0.0,0.0
2021-11-12,8.277438784985344,8.544859015606692,8.179909265608583,8.491374969482422,0.0,85962500,0.0,0.0
2021-11-16,8.57631967536996,8.670702996639061,8.378113860600516,8.579465866088867,0.0,60978200,0.0,0.0
2021-11-17,8.617219300175067,8.632950254400516,8.334068724937,8.362383842468262,0.0,82106800,0.0,0.0
2021-11-18,8.39699081576046,8.415867359574158,8.195638814807834,8.349799156188965,0.0,63993000,0.0,0.0
2021-11-19,8.211368560791016,8.26799878398069,8.11069287515356,8.211368560791016,0.0,85893800,0.0,0.0
2021-11-22,8.274291877497598,8.53541970359149,8.271146286887307,8.293169021606445,0.0,59195200,0.0,0.0
2021-11-23,8.371821477088346,8.824862106684211,8.337213981744066,8.746209144592285,0.0,108382300,0.0,0.0
2021-11-24,8.739919833083452,8.947563663668456,8.65497446600559,8.925540924072266,0.0,64263300,0.0,0.0
2021-11-25,9.139474518542814,9.372287828754473,8.985314775346918,9.318803787231445,0.0,104052200,0.0,0.0
2021-11-26,8.9318289510045,9.174080184847355,8.83115326942679,8.956997871398926,0.0,108871800,0.0,0.0
2021-11-29,9.23700336733544,9.381724518694922,9.063966503666073,9.271610260009766,0.0,84672200,0.0,0.0
2021-11-30,9.21812665225058,9.325094725627709,9.079697875000322,9.259026527404785,0.0,129384600,0.0,0.0
2021-12-01,9.388017259249649,9.649145059822148,9.274756805964168,9.31251049041748,0.0,135078600,0.0,0.0
2021-12-02,9.538874473140844,10.06900829422455,9.25967101123543,10.023063659667969,0.0,191410300,3.250487,0.0
2021-12-03,10.065471136697996,10.228045812977856,9.973581219513695,10.164429664611816,0.0,105133000,0.0,0.0
2021-12-06,10.171499769304909,10.344676713015009,10.13615738456613,10.210375785827637,0.0,66142300,0.0,0.0
2021-12-07,10.348210146648485,10.450702312241967,10.178566849021564,10.376483917236328,0.0,98989300,0.0,0.0
2021-12-08,10.376484859801051,10.627414512299273,10.327005251202868,10.372950553894043,0.0,71167700,0.0,0.0
2021-12-09,10.28459514005429,10.422429702762974,10.17503435108328,10.35174560546875,0.0,67668200,0.0,0.0
2021-12-10,10.425963962110599,10.6380176012447,10.418895350182812,10.47897720336914,0.0,38517500,0.0,0.0
2021-12-13,10.486046177941486,10.620346438714364,10.351745917168609,10.415361404418945,0.0,45448700,0.0,0.0
2021-12-14,10.464841078192483,10.549662402467503,10.252787430454953,10.291664123535156,0.0,56833800,0.0,0.0
2021-12-15,10.284596767679082,10.355280876159668,10.104351178788516,10.355280876159668,0.0,55085100,0.0,0.0
2021-12-16,10.46837595510984,10.595607611409958,10.4259649536098,10.493115425109863,0.0,56545700,0.0,0.0
2021-12-17,10.362345469111737,10.475440538084886,10.171497708744491,10.245716094970703,0.0,93593700,0.0,0.0
2021-12-20,10.051336822914324,10.090212842365945,9.782735622403255,9.952378273010254,0.0,106282500,0.0,0.0
2021-12-21,10.0902119208606,10.150293771726002,9.938240814883326,9.966514587402344,0.0,40454500,0.0,0.0
2021-12-22,10.037199598313755,10.037199598313755,9.885227804357495,9.952378273010254,0.0,33734500,0.0,0.0
2021-12-23,10.012458801269531,10.044266878301688,9.948842647205218,10.012458801269531,0.0,28713600,0.0,0.0
2021-12-27,10.008925466405216,10.171500173016291,9.948843612194596,10.160897254943848,0.0,44227900,0.0,0.0
2021-12-28,10.252785299921275,10.348209522688958,10.143224529761984,10.17149829864502,0.0,30688100,0.0,0.0
2021-12-29,10.143226051191752,10.21391014695167,10.044267508207957,10.086678504943848,0.0,35508400,0.0,0.0
2021-12-30,10.090212316929852,10.143226232321377,10.033664769672166,10.05487060546875,0.0,43229100,0.0,0.0
2022-01-03,10.086679991546415,10.327006761470065,10.083145685122533,10.281062126159668,0.0,52704700,0.0,0.0
2022-01-04,10.305799529460048,10.390620844316112,10.217443908889164,10.319936752319336,0.0,51739200,0.0,0.0
2022-01-05,10.31640489803057,10.344678676367788,9.874626690199012,9.920571327209473,0.0,78459800,0.0,0.0
