Price,Fechamento_Ajustado,Fechamento,Maxima,Minima,Abertura,Volume
Ticker,CCRO3.SA,CCRO3.SA,CCRO3.SA,CCRO3.SA,CCRO3.SA,CCRO3.SA
Date,,,,,,
