Date,Abertura,Maxima,Minima,Fechamento,Fechamento_Ajustado,Volume,Dividendos,Desdobramentos
2019-01-02,5.379089054351049,5.641158595890493,5.365763813658198,5.618948936462402,0.0,32965324,0.0,0.0
2019-01-03,5.618946900962825,5.667807579040527,5.556760987019424,5.667807579040527,0.0,49642992,0.0,0.0
2019-01-04,5.623389043859182,5.698901306450999,5.578970849342334,5.650040626525879,0.0,42859755,0.0,0.0
2019-01-07,5.641157434263439,5.69446005095078,5.605622541459842,5.645599365234375,0.0,17602720,0.0,0.0
2019-01-08,5.645599184733109,5.7211103439331055,5.574529956362031,5.7211103439331055,0.0,22662538,0.0,0.0
2019-01-09,5.743318719514777,5.805504627348222,5.703341905917919,5.796621322631836,0.0,41125986,0.0,0.0
2019-01-10,5.774411890865098,5.863249381084093,5.747760865784906,5.7566447257995605,0.0,61077824,0.0,0.0
2019-01-11,5.752201884343052,5.756643813646545,5.650039175253754,5.685574054718018,0.0,39364967,0.0,0.0
2019-01-14,5.690018746150389,5.769971847534179,5.672251020311357,5.76997184753418,0.0,23910265,0.0,0.0
2019-01-15,5.743319896657208,5.743319896657208,5.645599085038258,5.73443603515625,0.0,43522135,0.0,0.0
2019-01-16,5.734435764617317,5.7433196256991526,5.685575638594894,5.73887825012207,0.0,34388078,0.0,0.0
2019-01-17,5.729993052963503,5.756644632575865,5.667807143795513,5.747760772705078,0.0,35950488,0.0,0.0
2019-01-18,5.74776191907205,5.809947840642762,5.738878612393285,5.743319988250732,0.0,29667704,0.0,0.0
2019-01-21,5.76108772139337,5.76108772139337,5.667808283913828,5.7211103439331055,0.0,18110903,0.0,0.0
2019-01-22,5.712228996957025,5.752205833168436,5.641159189239864,5.694461822509766,0.0,31842448,0.0,0.0
2019-01-23,5.707785917025469,5.823274470087323,5.681134883230873,5.76997184753418,0.0,85183554,0.0,0.0
2019-01-24,5.7744136913403,5.92987851525217,5.7744136913403,5.863251209259033,0.0,50740059,0.0,0.0
2019-01-28,5.841041117888336,6.023157516609859,5.809948155418403,5.992063999176025,0.0,35044170,0.0,0.0
2019-01-29,6.0142733673789746,6.018715298228904,5.89434289932251,5.89434289932251,0.0,25677703,0.0,0.0
2019-01-30,5.925435515325344,5.960970401763915,5.7966217600969445,5.960970401763916,0.0,32062412,0.0,0.0
2019-01-31,5.960970451856976,6.089784208167863,5.956528521644353,5.996504783630371,0.0,34561010,0.0,0.0
2019-02-01,5.996504968421306,6.0187146201688435,5.920993817371115,6.014272689819336,0.0,22571225,0.0,0.0
2019-02-04,5.996504040379788,6.129760265350342,5.929876205376375,6.129760265350342,0.0,22002385,0.0,0.0
2019-02-05,5.992063771914931,6.0187153572759735,5.881017719432773,5.9387617111206055,0.0,36396834,0.0,0.0
2019-02-06,5.907666635146905,5.916550493753891,5.685574054718018,5.685574054718018,0.0,36238576,0.0,0.0
2019-02-07,5.707787064604195,5.7877401820629535,5.623391459828543,5.694461822509766,0.0,23795894,0.0,0.0
2019-02-08,5.681132929077277,5.876574516296387,5.6544819044499,5.876574516296387,0.0,52448674,0.0,0.0
2019-02-11,5.858809963209564,5.872135203981354,5.743321398391343,5.836600303649902,0.0,20431460,0.0,0.0
2019-02-12,5.885459841503998,5.952087142179224,5.8499249481655395,5.934319972991943,0.0,23186966,0.0,0.0
2019-02-13,5.925436216598808,5.947644760176078,5.774412792620359,5.805505752563477,0.0,34371833,0.0,0.0
2019-02-14,5.814389377361122,5.952086448669434,5.721109946363723,5.952086448669434,0.0,35579209,0.0,0.0
2019-02-15,5.903226095887523,5.925435190583044,5.801063372346112,5.876574516296387,0.0,41916230,0.0,0.0
2019-02-18,5.867690756127651,5.872132686134978,5.7522027957922335,5.7566447257995605,0.0,20829857,0.0,0.0
2019-02-19,5.858807351532722,5.960970075074133,5.8321557719415855,5.876574516296387,0.0,153150077,0.0,0.0
2019-02-20,5.969855342819207,6.000948307601581,5.858809277866702,5.863251209259033,0.0,146478984,0.0,0.0
2019-02-21,5.907669052334944,6.023157596588134,5.898785190093027,6.023157596588135,0.0,129751270,0.0,0.0
2019-02-22,6.072251796722412,6.100495304295769,6.001644204013725,6.072251796722412,0.0,38061824,0.583396,0.0
2019-02-25,6.072252721500531,6.100496233375253,5.982816698234568,6.02988862991333,0.0,23158537,0.0,0.0
2019-02-26,6.044010359897667,6.072253286286851,6.025181938342377,6.0345964431762695,0.0,24325562,0.0,0.0
2019-02-27,6.048714879266037,6.062836042023881,5.931035974464338,5.949864387512207,0.0,22034875,0.0,0.0
2019-02-28,5.968695061616331,5.982816228332146,5.803943607736793,5.822772026062012,0.0,32803790,0.0,0.0
2019-03-01,5.846345344756257,5.888778621390793,5.775623413386933,5.780338287353516,0.0,37247212,0.015266,0.0
2019-03-06,5.836915023389011,5.836915023389011,5.676612269597313,5.69547176361084,0.0,21509269,0.0,0.0
2019-03-07,5.695475047759113,5.84163326531902,5.662470914204462,5.794485092163086,0.0,43082994,0.0,0.0
2019-03-08,5.78033770658948,5.93592617559554,5.742619896775836,5.898207187652588,0.0,22943290,0.0,0.0
2019-03-11,5.940639983084191,6.077368344519221,5.921780492496912,6.0632243156433105,0.0,22380476,0.0,0.0
2019-03-12,6.072653956041934,6.082083702087402,6.011361784875581,6.082083702087402,0.0,24570025,0.0,0.0
2019-03-13,6.058510772087163,6.148092193899638,5.997218592361582,6.119802951812744,0.0,30437249,0.0,0.0
2019-03-14,6.105661935352386,6.119805974316738,5.973647763338597,6.0207953453063965,0.0,24562426,0.0,0.0
