Price,Fechamento,Maxima,Minima,Abertura,Volume
Ticker,ELET3.SA,ELET3.SA,ELET3.SA,ELET3.SA,ELET3.SA
Date,,,,,
2020-11-13,26.621856689453125,27.172541997458488,26.408159925458513,26.876651758573274,4583300
2020-11-16,26.671171188354492,27.821851550152044,26.564321245030907,26.983500103644815,6635600
2020-11-17,26.73692512512207,27.008158896384238,26.26021549960751,26.572544441720158,8717300
2020-11-18,26.0711727142334,26.950624075476345,25.7999405202591,26.8191176521967,6523800
2020-11-19,25.79994010925293,26.301309319819655,25.471174056291222,26.095830340758564,6511600
2020-11-23,25.46295738220215,25.890354079762144,25.29857512230394,25.849258906707686,4244300
2020-11-24,26.37528419494629,26.62185836441076,25.3643279053895,25.59446337884158,7638900
2020-11-25,26.05473518371582,26.51500609038865,25.643777225409135,26.383499669144925,4906600
2020-11-26,26.597200393676758,26.63829556371841,25.643778026052175,25.890352181662575,3639900
2020-11-27,26.4410343170166,27.16432122299808,26.260214942041603,26.69582938745657,3927400
2020-11-30,25.52870750427246,26.498570088171128,25.380762390926566,26.32596536569402,9977000
2020-12-01,26.145145416259766,26.169803458639624,25.356106872267127,25.882132568262218,6710600
2020-12-02,27.287607192993164,27.583497404401747,26.06295118140991,26.06295118140991,11480800
2020-12-03,27.21363639831543,27.682128218193178,26.884868778763146,27.5999378809853,4782800
2020-12-04,28.150619506835938,28.68486609468644,27.50952610970359,27.599937360142324,7656700
2020-12-07,27.641033172607422,28.257470110491155,27.328704246178752,28.060208910809784,4362400
2020-12-08,29.276643753051758,29.736917790072717,28.364316593888276,28.74240029428709,9251100
2020-12-09,29.564313888549805,29.736915463166497,28.93143831292848,29.375273620822934,8795100
2020-12-10,30.098562240600586,30.624587964935266,29.13692205118137,29.654729995293597,6649000
2020-12-11,31.799930572509766,32.268422466155094,29.75336138139827,29.884867822853785,11559500
2020-12-14,31.339651107788086,32.38348457587385,31.25745764453722,31.93142836639416,5962800
2020-12-15,31.808147430419922,32.17801022962397,31.2574621215249,31.33965559654829,4676600
2020-12-16,30.73965835571289,32.16157259940849,30.01637142836325,31.832804959151222,11610000
2020-12-17,30.27937889099121,31.05197863195873,30.05746124366479,30.73965287826379,9561000
2020-12-18,30.29582405090332,30.56705469862892,29.77801609660448,30.56705469862892,5048400
2020-12-21,29.57253646850586,29.893083197794578,28.906783398579627,29.260207519426324,5643700
2020-12-22,29.095823287963867,29.9999294981475,29.030068512858023,29.76979405599754,2963500
2020-12-23,29.621849060058594,30.410887552168948,29.21089112016442,29.465683036268242,5375000
2020-12-28,30.098562240600586,30.25472828307288,29.539659124654833,29.99993320112799,3002000
2020-12-29,30.065685272216797,30.386231973107666,29.94239663247707,30.3040385014944,2261400
2020-12-30,30.139652252197266,30.369790818711934,29.769792633658877,30.18896833117043,2555300
2021-01-04,29.28486442565918,30.739655946430407,29.120480618414458,30.443765720461975,4180700
2021-01-05,28.528701782226562,29.309522559341232,28.35610018575631,29.309522559341232,5338900
2021-01-06,28.068429946899414,28.857468478308817,27.945141304646516,28.528700855874693,4846600
2021-01-07,27.871166229248047,28.561575665718674,27.731442040316676,28.520480500465926,5944400
2021-01-08,28.75061798095703,28.84102923216563,27.98623593847022,27.98623593847022,4519800
2021-01-11,27.706787109375,28.660209526819056,27.451995160586748,28.29856762205085,4335900
2021-01-12,28.282127380371094,28.347882160568272,27.72322429013702,27.862951630375782,5700400
2021-01-13,28.134180068969727,28.364315511014063,27.64103179734322,28.19171392948081,5524800
2021-01-14,29.169797897338867,29.260206016438435,28.12596428419561,28.167059453851863,6961900
2021-01-15,28.019113540649414,28.849247231474756,27.9944570666266,28.84102945192061,4722700
2021-01-18,27.830076217651367,28.49582616996779,27.70678756370203,28.09308908640662,3072500
2021-01-19,27.369800567626953,28.125964873663772,26.75336360378238,27.961581056233115,5630700
2021-01-20,27.123226165771484,27.591718003260517,26.917747179667156,27.534184137980144,2952000
2021-01-21,25.725969314575195,27.246515745058257,25.13419037868496,27.0081593605245,12453600
2021-01-22,24.854736328125,25.298571661258734,23.851999506583077,25.298571661258734,14677400
2021-01-26,22.446521759033203,23.309534355001308,21.7972090430512,22.479399146009555,47532200
2021-01-27,23.112276077270508,23.63830175797396,22.45474240871101,22.495839144816085,17305600
2021-01-28,24.024600982666016,24.073917064578563,23.03008351263178,23.12871254109659,7504500
2021-01-29,23.580768585205078,24.419121646440797,23.178029965670213,23.76158952631862,8969400
2021-02-01,25.33966636657715,25.651993709335297,24.50953114460613,25.150626091547743,15257600
2021-02-02,25.750625610351562,26.679389906545985,25.750625610351562,25.980762631417885,13060400
2021-02-03,26.0711727142334,26.375282297867724,25.578024410774837,26.0711727142334,10701700
2021-02-04,25.69681167602539,26.247764559723723,25.154465994411872,26.127244026906993,8353900
2021-02-05,25.653764724731445,26.24776176546423,25.481592787889188,25.95506766666656,5910300
2021-02-08,25.55906867980957,25.731240602813255,25.14585245226936,25.60211125006829,4639400
2021-02-09,25.679590225219727,26.08419598465476,25.447156395728406,25.507416653307146,3667400
2021-02-10,25.197507858276367,25.722634160704484,25.09420338125914,25.679591586429197,4275300
2021-02-11,25.550460815429688,25.782894644449417,25.274984414503578,25.46437402964806,4719300
2021-02-12,25.86037254333496,25.955066529761208,25.404113728848984,25.404113728848984,4223400
2021-02-17,25.868980407714844,25.955067195557884,25.49881001133691,25.860373206702555,2970800
2021-02-18,25.395505905151367,25.989502943701126,25.318027959167967,25.946458728172054,4883200
2021-02-19,25.059770584106445,25.472985223636236,24.80151020292356,25.343855854029304,5267900
2021-02-22,24.887596130371094,25.36967985970896,22.614914050095056,23.07117124962289,19842800
2021-02-23,28.12444496154785,28.503227488020098,24.870377817947364,25.429941122633448,34922000
2021-02-24,29.09722137451172,30.98251685636631,27.125842392487133,30.130259499866092,35320300
2021-02-25,28.856184005737305,30.11304563027207,28.313838346516597,29.68261329716251,14456600
2021-02-26,27.900623321533203,29.209137990471362,27.54766894453882,28.925051078190545,8549300
2021-03-01,27.151668548583984,28.580703562512742,27.03975523818554,28.580703562512742,9211600
2021-03-02,27.478797912597656,27.67679801716042,25.636548206436025,26.7556715221107,10829700
2021-03-03,27.306625366210938,27.771491410777763,26.247762269504697,27.17749600060732,8120500
2021-03-04,27.521841049194336,28.62374834344948,27.151670645360028,27.43575590158618,7761600
2021-03-05,27.349668502807617,28.021141834220522,27.08279929686612,27.539058122083503,5423100
2021-03-08,27.40131950378418,28.64096495819543,26.721237339704267,26.90201811328045,12332500
2021-03-09,26.927846908569336,27.3754952797611,26.428545476034316,27.3754952797611,7041800
2021-03-10,27.280797958374023,27.823141900601097,26.790105429223622,27.43575383957285,5531200
2021-03-11,27.323843002319336,27.71984158367009,26.919237219650686,27.53905915858395,5394800
2021-03-12,27.375492095947266,27.892012797493532,26.979495190184817,27.00532171785278,3894800
2021-03-15,28.339662551879883,28.925050773500015,27.392712755461552,27.392712755461552,7165700
2021-03-16,28.425748825073242,28.804528058047662,28.090012164310362,28.477401882089747,5311800
2021-03-17,29.019746780395508,29.174702681269476,28.107232346291088,28.925051142757187,10141700
2021-03-18,29.09722137451172,29.381308254657682,28.795920093088128,29.071396488657605,3966500
2021-03-19,28.597923278808594,29.932262762096887,28.19331586289322,29.243571733684014,8922600
2021-03-22,27.96088218688965,28.5807057580174,27.676798572748012,28.520445497928634,4772000
2021-03-23,28.408531188964844,28.709832478909064,27.711229695745384,27.805925325138645,3802600
2021-03-24,27.797321319580078,28.942269636918567,27.676800789748462,28.442969829910712,4120900
2021-03-25,29.174699783325195,29.51043644055714,27.88340292693296,28.39992363985249,9030500
2021-03-26,29.07139778137207,29.527654966084036,28.572094739738898,29.226353671262515,4050600
2021-03-29,28.529052734375,29.15748350746171,28.339661468754556,28.718443999995447,3611400
2021-03-30,28.537662506103516,28.649572538501744,28.219140242988495,28.40853150387442,4349100
2021-03-31,29.5018310546875,29.5018310546875,28.503228222335842,28.623748744249987,4286000
2021-04-01,28.93366241455078,29.527657861416458,28.795924197135342,29.527657861416458,2378200
2021-04-05,29.82895851135254,30.25939079414875,29.01974371797553,29.08861445951302,7256000
2021-04-06,30.130260467529297,30.259391468822393,29.519047400475912,29.872001748880887,3987200
2021-04-07,30.71565055847168,31.464601874319616,29.88922129381617,30.01834901920348,9959500
2021-04-08,30.982519149780273,31.481818922232907,30.07000146944819,30.784517397116492,7368000
2021-04-09,30.51765251159668,31.32686410070538,30.388521500469384,31.24938615081661,8278300
2021-04-12,29.906436920166016,30.87921153002599,29.60513234714557,30.801733586556477,5855700
2021-04-13,29.92365074157715,29.966696596843686,29.31243769046955,29.880608170248305,4765100
2021-04-14,29.59652328491211,30.405734756082754,29.476002776858774,29.958084809072115,5689000
2021-04-15,29.441572189331055,29.854786834311728,29.097225009878123,29.691223730237528,5264600
2021-04-16,30.603736877441406,30.982519415590968,29.140266352631617,29.484613517506133,8243400
2021-04-19,30.164697647094727,30.810346124383887,29.96669917479861,30.810346124383887,5433100
2021-04-20,30.33686637878418,31.33546906590761,30.242170758498236,30.28521332664527,6722800
2021-04-22,30.75008201599121,30.905037893872052,30.311039267349642,30.905037893872052,3283600
2021-04-23,31.610950469970703,32.26520614809148,30.646779713667065,30.78451792400502,6980200
2021-04-26,32.049983978271484,32.19633264652322,31.45598867333026,31.851985543291075,4371500
2021-04-27,31.13747215270996,32.26520600246952,31.051387003114005,31.9811223816525,5129900
2021-04-28,32.511085510253906,32.564151611093585,31.555919311561972,31.72395690355904,5119100
2021-04-29,32.04234313964844,32.62605668781563,31.936214323738284,32.502239173624744,3110600
2021-04-30,32.53761672973633,33.05057548729592,31.998123237738415,32.03350063447335,4689800
2021-05-03,32.54646301269531,32.87369553446115,32.077724262021974,32.59068307664616,2363800
2021-05-04,31.166772842407227,32.62605494812611,30.901445756118296,32.54645749699424,7556400
2021-05-05,31.26405906677246,31.617826305009608,30.866075140973695,31.405565287312434,4785500
2021-05-06,32.475711822509766,33.333591865505724,30.96335998364904,31.069492186436396,8256100
2021-05-07,33.43087387084961,33.43087387084961,32.39611032575443,32.90022641804811,5092500
2021-05-10,32.84716033935547,33.59891483392925,32.65258803213826,33.55469140136227,3829400
2021-05-11,34.99629211425781,35.24392716979184,32.316516445723046,32.62606026514057,9262700
2021-05-12,33.1832389831543,35.35005560985047,33.12133022585792,34.91669093500154,7651300
2021-05-13,35.473876953125,35.62422584456496,33.422034957285135,34.21800622576505,9890200
2021-05-14,35.235084533691406,36.02221313833724,34.05881127145016,35.73035801891529,8039100
2021-05-17,35.02281951904297,35.54462430834864,34.07649609375927,35.33236667724673,11257200
2021-05-18,36.0841178894043,36.41135037290288,34.56292694998367,35.17317185820117,13321400
2021-05-19,37.499183654785156,38.02983111148218,36.00452069142069,36.402507970830584,16252300
2021-05-20,36.880096435546875,38.37475617628151,36.08412179623577,38.21556124841929,16574700
2021-05-21,36.92431640625,37.36652378836078,36.084121705484606,36.570549151051544,6769600
2021-05-24,37.384212493896484,37.75566507551138,36.92431641158192,37.40190119403642,5177800
2021-05-25,38.16249465942383,38.25977743991674,36.88009270310755,37.552246373120454,7397500
2021-05-26,38.21555709838867,38.85233674068626,37.64068958689155,38.19786840012771,7294400
2021-05-27,38.03867721557617,38.533950694074115,37.75566476322722,38.215560841737904,4996500
2021-05-28,38.144805908203125,38.40128360009177,37.78219602611134,37.95907626223475,4593900
2021-05-31,38.77273941040039,38.77273941040039,37.81756994387459,38.268623316547625,4074600
2021-06-01,39.6483154296875,40.302780464745894,38.94078092053577,39.038067084232864,5947500
2021-06-02,39.798667907714844,40.3204727996781,39.60409556278027,40.03746032001412,2897900
2021-06-04,40.33815002441406,40.57694236877241,39.58639559800284,39.71021647467948,2876500
2021-06-07,41.0191535949707,41.70015329996897,40.2850877948829,40.32046519160926,5234200
2021-06-08,40.0020751953125,41.00146471896966,39.62177661658741,40.74498365447614,5287300
2021-06-09,39.99323272705078,40.87764740302254,39.9313239696347,40.258556455087465,4064900
2021-06-10,40.08167266845703,41.19603704458287,39.67484272900916,40.43543988679602,4927000
2021-06-11,40.15243148803711,40.31162641487597,38.87887207332625,40.31162641487597,5301300
2021-06-14,40.08167266845703,40.83342379020959,39.60408793583167,40.24086757933215,5978000
2021-06-15,39.47142791748047,40.05514146843726,38.25093472047108,40.04629543236751,12583300
2021-06-16,39.780975341796875,40.89533982428045,39.02037811141672,39.71906657874496,12022900
2021-06-17,38.56932830810547,40.67423638618491,37.82641977312299,39.6217806602579,13165700
